model,crit,learning_rate,delta,preference_recall,preference_precision,indifference_recall,indifference_precision,total_recall,nb_indifferences,nb_preferences,nb_indiff_vrai,nb_indiff_fausse,nb_pref_vrai,nb_pref_fausse,nb_pref_inverse,calc_preference_recall,calc_indifference_recall,calc_preference_precision,calc_indifference_precision,calc_precision_total
L2,"MacSum Imprécis,fort",1e-05,1e-15,0.6554744525547446,1.0,0.01904761904761905,0.024793388429752067,0.455,315,685,6,309,449,0,236,0.6554744525547446,0.01904761904761905,0.5923482849604221,0.024793388429752067,0.455
L1,"MacSum Imprécis,fort",1e-05,1e-12,0.10872894333843798,0.3446601941747573,0.3025936599423631,0.19021739130434784,0.176,347,653,105,242,71,135,447,0.10872894333843798,0.3025936599423631,0.15848214285714285,0.19021739130434784,0.176
L1,"MacSum Imprécis,fort",1e-05,1e-15,0.0,0.0,1.0,1.0,0.353,353,647,353,0,0,647,0,0.0,1.0,0.0,1.0,0.353
L1,"MacSum Imprécis,fort",1e-05,1e-10,0.15496688741721854,0.6157894736842106,0.11428571428571428,0.047217537942664416,0.145,245,755,28,217,117,73,565,0.15496688741721854,0.11428571428571428,0.28746928746928746,0.047217537942664416,0.145
L2,"MacSum Imprécis,fort",1e-05,1e-12,0.6932153392330384,0.9233791748526523,0.14906832298136646,0.22119815668202766,0.518,322,678,48,274,470,39,169,0.6932153392330384,0.14906832298136646,0.6002554278416348,0.22119815668202766,0.518
L2,"MacSum Imprécis,fort",1e-05,1e-15,0.7737226277372263,1.0,0.0,0.0,0.53,315,685,0,315,530,0,155,0.7737226277372263,0.0,0.6272189349112426,0.0,0.53
L2,"MacSum Imprécis,fort",1e-05,1e-10,0.8921985815602836,1.0,0.0,0.0,0.629,295,705,0,295,629,0,76,0.8921985815602836,0.0,0.6807359307359307,0.0,0.629
L1,"MacSum Imprécis,fort",1e-05,1e-15,0.0136986301369863,0.02100840336134454,0.7518518518518519,0.4442013129102845,0.213,270,730,203,67,10,466,254,0.0136986301369863,0.7518518518518519,0.01841620626151013,0.4442013129102845,0.213
L1,"MacSum Imprécis,fort",1e-05,1e-12,0.1625,0.34210526315789475,0.3892857142857143,0.22381930184804927,0.226,280,720,109,171,117,225,378,0.1625,0.3892857142857143,0.22807017543859648,0.22381930184804927,0.226
L1,"MacSum Imprécis,fort",1e-05,1e-10,0.0,0.0,1.0,1.0,0.282,282,718,282,0,0,718,0,0.0,1.0,0.0,1.0,0.282
L2,"MacSum Imprécis,fort",1e-05,1e-15,0.7767584097859327,1.0,0.0,0.0,0.508,346,654,0,346,508,0,146,0.7767584097859327,0.0,0.594847775175644,0.0,0.508
L2,"MacSum Imprécis,fort",1e-05,1e-12,0.7127819548872181,1.0,0.0,0.0,0.474,335,665,0,335,474,0,191,0.7127819548872181,0.0,0.5859085290482077,0.0,0.474
L2,"MacSum Imprécis,fort",1e-05,1e-10,0.6083916083916084,1.0,0.0,0.0,0.435,285,715,0,285,435,0,280,0.6083916083916084,0.0,0.6041666666666666,0.0,0.435
L1,"MacSum Imprécis,fort",1e-05,1e-15,0.09556786703601108,0.09956709956709957,0.9172661870503597,0.897887323943662,0.324,278,722,255,23,69,624,29,0.09556786703601108,0.9172661870503597,0.09636871508379888,0.897887323943662,0.324
L1,"MacSum Imprécis,fort",1e-05,1e-12,0.08286516853932584,0.09379968203497616,0.7777777777777778,0.7296416938110749,0.283,288,712,224,64,59,570,83,0.08286516853932584,0.7777777777777778,0.08513708513708514,0.7296416938110749,0.283
L2,"MacSum Imprécis,fort",1e-05,1e-15,0.801829268292683,0.9359430604982206,0.10465116279069768,0.27692307692307694,0.562,344,656,36,308,526,36,94,0.801829268292683,0.10465116279069768,0.6045977011494252,0.27692307692307694,0.562
L1,"MacSum Imprécis,fort",1e-05,1e-10,0.059154929577464786,0.07394366197183098,0.7620689655172413,0.6088154269972452,0.263,290,710,221,69,42,526,142,0.059154929577464786,0.7620689655172413,0.06593406593406594,0.6088154269972452,0.263
L2,"MacSum Imprécis,fort",1e-05,1e-12,0.5120481927710844,1.0,0.0,0.0,0.34,336,664,0,336,340,0,324,0.5120481927710844,0.0,0.5029585798816568,0.0,0.34
L2,"MacSum Imprécis,fort",1e-05,1e-10,0.6502976190476191,0.9954441913439636,0.0,0.0,0.437,328,672,0,328,437,2,233,0.6502976190476191,0.0,0.5697522816166884,0.0,0.437
L1,"MacSum Imprécis,fort",1e-05,1e-15,0.5623229461756374,0.6117103235747303,0.41496598639455784,0.6815642458100558,0.519,294,706,122,172,397,252,57,0.5623229461756374,0.41496598639455784,0.4835566382460414,0.6815642458100558,0.519
L1,"MacSum Imprécis,fort",1e-05,1e-12,0.11543624161073826,0.12044817927170869,0.9568627450980393,0.8872727272727273,0.33,255,745,244,11,86,628,31,0.11543624161073826,0.9568627450980393,0.11862068965517242,0.8872727272727273,0.33
